CERT,REPDTE,RCON1545,RCONJ454,RCONJ466,RCONJ467,RCONJ468,RCONJ469,RCONJ470,RCONJ471,RCONJ451,RCFDF162,RCFDF163,RCON1763,RCFD1763,RCON1420,RCFD1420,RCFDB538,RCONB538,RCFDK137,RCONK137,RCFD1590,RCON1590,RCFD2746,RCONJ473,RCONJ474,RCFDJ458,RCFDJ459,RCFDB575,RCFDK214,RCFDK215,RCFDK213,RIADB514,RIADB515,RIADK205,RIADK206,RIAD4635,RIAD4645,RCONF162,RCONF163,RCON2746,RCONJ458,RCONJ459,RCON1606,RCON1607,RCON1608,RCONB575,RCONK213,RIAD4638,RIAD4608,FFIEC_PATCH_STATUS
3511,2017-12-31,1132000.0,81064000.0,385000.0,0.0,0.0,0.0,0.0,0.0,9998000.0,0.0,18984000.0,165271000.0,166593000.0,2788000.0,2788000.0,37976000.0,37976000.0,51456000.0,51456000.0,4984000.0,4956000.0,15593000.0,4031000.0,57417000.0,78820000.0,69388000.0,488000.0,139000.0,119000.0,1689000.0,1270000.0,219000.0,544000.0,94000.0,4250000.0,654000.0,,,,,,,,,,,,,SUCCESS
7213,2017-12-31,1222000.0,30464000.0,0.0,0.0,0.0,0.0,0.0,0.0,29404000.0,0.0,1446000.0,51799000.0,54098000.0,76000.0,133000.0,154022000.0,133263000.0,65000.0,0.0,966000.0,185000.0,8864000.0,1903000.0,31220000.0,40085000.0,53566000.0,1706000.0,0.0,0.0,1000.0,5848000.0,975000.0,548000.0,159000.0,7519000.0,345000.0,,,,,,,,,,,,,SUCCESS
3510,2017-12-31,20082000.0,30214000.0,1724000.0,960000.0,0.0,0.0,0.0,0.0,26150000.0,2510000.0,22104000.0,200780000.0,203830000.0,2094000.0,2094000.0,96274000.0,96274000.0,40699000.0,40699000.0,619000.0,619000.0,9335000.0,9297000.0,19309000.0,36313000.0,70887000.0,947000.0,29000.0,36000.0,329000.0,3071000.0,483000.0,145000.0,121000.0,5560000.0,554000.0,,,,,,,,,,,,,SUCCESS
628,2017-12-31,8218000.0,28084000.0,0.0,0.0,0.0,0.0,0.0,0.0,60346000.0,0.0,183000.0,121804000.0,123819000.0,192000.0,192000.0,36386000.0,36262000.0,49198000.0,49198000.0,601000.0,579000.0,14768000.0,3008000.0,40326000.0,24480000.0,128529000.0,365000.0,0.0,129000.0,501000.0,1140000.0,104000.0,522000.0,12000.0,3242000.0,336000.0,,,,,,,,,,,,,SUCCESS
32992,2017-12-31,1218000.0,16329000.0,0.0,0.0,0.0,0.0,0.0,0.0,7068000.0,,,6887000.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,98000.0,16551000.0,3883000.0,0.0,0.0,181000.0,0.0,0.0,0.0,0.0,SUCCESS
33124,2017-12-31,801000.0,22173000.0,0.0,0.0,0.0,0.0,0.0,0.0,4124000.0,0.0,0.0,10474000.0,10474000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1412000.0,1448000.0,4471000.0,24565000.0,1349000.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,162000.0,4000.0,,,,,,,,,,,,,SUCCESS
34221,2017-12-31,256000.0,3462000.0,0.0,0.0,0.0,0.0,0.0,0.0,6013000.0,,,2465000.0,,0.0,,,0.0,,0.0,,0.0,,0.0,38000.0,,,,,,,0.0,0.0,0.0,0.0,1000.0,,0.0,0.0,120000.0,2371000.0,3371000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUCCESS
57565,2017-12-31,30987.0,80184.0,0.0,0.0,0.0,0.0,0.0,0.0,2811587.0,,,5550873.0,,4104.0,,,248192.0,,0.0,,0.0,,0.0,0.0,,,,,,,2112.0,513.0,0.0,6.0,2526.0,,0.0,0.0,0.0,270472.0,606614.0,0.0,0.0,0.0,1520.0,0.0,0.0,0.0,SUCCESS
