CERT,REPDTE,RCON1545,RCONJ454,RCONJ466,RCONJ467,RCONJ468,RCONJ469,RCONJ470,RCONJ471,RCONJ451,RCFDF162,RCFDF163,RCON1763,RCFD1763,RCON1420,RCFD1420,RCFDB538,RCONB538,RCFDK137,RCONK137,RCFD1590,RCON1590,RCFD2746,RCONJ472,RCONJ473,RCONJ474,RCFDJ458,RCFDJ459,RCFDB575,RCFDK214,RCFDK215,RCFDK213,RIADB514,RIADB515,RIADK205,RIADK206,RIAD4635,RIAD4645,RCONF162,RCONF163,RCON2746,RCONJ458,RCONJ459,RCON1606,RCON1607,RCON1608,RCONB575,RCONK213,RIAD4638,RIAD4608,FFIEC_PATCH_STATUS
3511,2014-12-31,409000.0,51222000.0,5785000.0,0.0,0.0,0.0,0.0,0.0,9733000.0,0.0,11548000.0,148448000.0,149454000.0,2529000.0,2529000.0,24813000.0,24813000.0,53895000.0,53895000.0,5565000.0,5516000.0,6414000.0,7293000.0,7969000.0,18057000.0,59826000.0,57909000.0,323000.0,65000.0,124000.0,1175000.0,828000.0,128000.0,606000.0,134000.0,4003000.0,470000.0,,,,,,,,,,,,,SUCCESS
7213,2014-12-31,705000.0,26808000.0,0.0,0.0,0.0,0.0,0.0,0.0,26159000.0,0.0,2143000.0,36611000.0,39665000.0,0.0,4000.0,133885000.0,108921000.0,323000.0,0.0,1104000.0,376000.0,5109000.0,15507000.0,3132000.0,59248000.0,40320000.0,53215000.0,1649000.0,0.0,0.0,3000.0,6236000.0,1150000.0,887000.0,281000.0,9016000.0,223000.0,,,,,,,,,,,,,SUCCESS
3510,2014-12-31,11099000.0,23113000.0,932000.0,1079000.0,0.0,0.0,0.0,0.0,20458000.0,1005000.0,19427000.0,154688000.0,157910000.0,1362000.0,1362000.0,102344000.0,91879000.0,29664000.0,29664000.0,1388000.0,1388000.0,8521000.0,7511000.0,14107000.0,23294000.0,31709000.0,56256000.0,924000.0,17000.0,15000.0,191000.0,3442000.0,545000.0,579000.0,203000.0,6864000.0,547000.0,,,,,,,,,,,,,SUCCESS
628,2014-12-31,4150000.0,16431000.0,0.0,0.0,0.0,0.0,0.0,0.0,42667000.0,0.0,513000.0,90667000.0,92752000.0,253000.0,253000.0,27117000.0,25237000.0,43446000.0,43444000.0,719000.0,575000.0,12486000.0,0.0,5000000.0,49720000.0,24551000.0,139033000.0,181000.0,0.0,113000.0,557000.0,789000.0,86000.0,413000.0,27000.0,3124000.0,312000.0,,,,,,,,,,,,,SUCCESS
32992,2014-12-31,558000.0,8100000.0,0.0,0.0,0.0,0.0,0.0,0.0,6510000.0,,,8748000.0,,0.0,,,0.0,,0.0,,0.0,,31530000.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1550000.0,12748000.0,5819000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,SUCCESS
33124,2014-12-31,679000.0,9801000.0,0.0,0.0,0.0,0.0,0.0,0.0,4728000.0,0.0,0.0,7544000.0,7544000.0,52000.0,52000.0,0.0,0.0,0.0,0.0,0.0,0.0,951000.0,4682000.0,5000.0,3563000.0,13001000.0,4781000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,,,,,,,,,,,,,SUCCESS
34221,2014-12-31,88000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789000.0,,,586000.0,,0.0,,,0.0,,0.0,,0.0,,13065000.0,1000.0,3000.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUCCESS
57565,2014-12-31,136295.0,720796.0,0.0,0.0,0.0,0.0,0.0,0.0,1688204.0,,,5796775.0,,5132.0,,,192723.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,1469.0,241.0,1458.0,0.0,4786.0,,0.0,0.0,0.0,218848.0,443833.0,0.0,0.0,0.0,1458.0,0.0,1859.0,100.0,SUCCESS
