CERT,REPDTE,RCON1545,RCONJ454,RCONJ466,RCONJ467,RCONJ468,RCONJ469,RCONJ470,RCONJ471,RCONJ451,RCFDF162,RCFDF163,RCON1763,RCFD1763,RCON1420,RCFD1420,RCFDB538,RCONB538,RCFDK137,RCONK137,RCFD1590,RCON1590,RCFD2746,RCONJ473,RCONJ474,RCFDJ458,RCFDJ459,RCFDB575,RCFDK214,RCFDK215,RCFDK213,RIADB514,RIADB515,RIADK205,RIADK206,RIAD4635,RIAD4645,RCONF162,RCONF163,RCON2746,RCONJ458,RCONJ459,RCON1606,RCON1607,RCON1608,RCONB575,RCONK213,RIAD4638,RIAD4608,FFIEC_PATCH_STATUS
3511,2019-12-31,1338000.0,106292000.0,178000.0,0.0,0.0,0.0,0.0,0.0,6311000.0,0.0,19421000.0,167712000.0,169243000.0,2231000.0,2231000.0,41013000.0,41013000.0,47873000.0,47873000.0,4651000.0,4568000.0,15822000.0,9161000.0,45817000.0,91392000.0,66980000.0,532000.0,78000.0,106000.0,1151000.0,1714000.0,344000.0,461000.0,98000.0,4134000.0,651000.0,,,,,,,,,,,,,SUCCESS
7213,2019-12-31,962000.0,45738000.0,0.0,0.0,0.0,0.0,0.0,0.0,27156000.0,0.0,1176000.0,54344000.0,56231000.0,70000.0,72000.0,161971000.0,141669000.0,13000.0,0.0,771000.0,93000.0,9143000.0,10835000.0,33882000.0,45775000.0,62716000.0,1911000.0,0.0,0.0,0.0,6736000.0,1095000.0,504000.0,151000.0,8108000.0,382000.0,,,,,,,,,,,,,SUCCESS
3510,2019-12-31,13826000.0,34272000.0,1123000.0,838000.0,0.0,0.0,0.0,0.0,26502000.0,4195000.0,19869000.0,223635000.0,226178000.0,1966000.0,1966000.0,97607000.0,97607000.0,37398000.0,37398000.0,644000.0,644000.0,11856000.0,11721000.0,28072000.0,44236000.0,90427000.0,994000.0,25000.0,36000.0,282000.0,3535000.0,587000.0,134000.0,58000.0,5625000.0,635000.0,,,,,,,,,,,,,SUCCESS
628,2019-12-31,8329000.0,46926000.0,0.0,0.0,0.0,0.0,0.0,0.0,80627000.0,0.0,522000.0,131379000.0,132824000.0,135000.0,139000.0,152675000.0,152675000.0,45607000.0,45607000.0,700000.0,699000.0,18026000.0,11958000.0,54889000.0,31152000.0,154822000.0,1407000.0,0.0,110000.0,514000.0,5021000.0,565000.0,14000.0,8000.0,6810000.0,775000.0,,,,,,,,,,,,,SUCCESS
32992,2019-12-31,1918000.0,30291000.0,0.0,0.0,0.0,0.0,0.0,0.0,5971000.0,0.0,0.0,6070000.0,6070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210000.0,0.0,0.0,17526000.0,6725000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,,,,,,,,,,,,,SUCCESS
33124,2019-12-31,1058000.0,31489000.0,0.0,0.0,0.0,0.0,0.0,0.0,5085000.0,0.0,0.0,11002000.0,11002000.0,14000.0,14000.0,1858000.0,1858000.0,0.0,0.0,0.0,0.0,1696000.0,5640000.0,13954000.0,24311000.0,3905000.0,35000.0,0.0,0.0,0.0,0.0,0.0,340000.0,15000.0,446000.0,98000.0,,,,,,,,,,,,,SUCCESS
34221,2019-12-31,613000.0,3817000.0,0.0,0.0,0.0,0.0,0.0,0.0,10188000.0,,,3546000.0,,0.0,,,0.0,,0.0,,0.0,,0.0,12000.0,,,,,,,0.0,0.0,0.0,0.0,2000.0,,0.0,0.0,276000.0,3989000.0,5660000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUCCESS
57565,2019-12-31,293299.0,49731.0,0.0,0.0,0.0,0.0,0.0,0.0,2853251.0,,,5222578.0,,2982.0,,,254163.0,,0.0,,0.0,,0.0,0.0,,,,,,,1896.0,385.0,0.0,0.0,1896.0,,0.0,0.0,0.0,229019.0,1455509.0,0.0,0.0,0.0,1318.0,0.0,0.0,0.0,SUCCESS
