CERT,REPDTE,RCON1545,RCONJ454,RCONJ473,RCONJ474,FFIEC_PATCH_STATUS
17281,2019-03-31,2965567.0,1484406.0,121794.0,495380.0,SUCCESS
3511,2019-03-31,1113000.0,92030000.0,7695000.0,49930000.0,SUCCESS
7213,2019-03-31,1332000.0,42992000.0,8163000.0,53420000.0,SUCCESS
3510,2019-03-31,17733000.0,32930000.0,10283000.0,22658000.0,SUCCESS
628,2019-03-31,8205000.0,31750000.0,5004000.0,51542000.0,SUCCESS
32992,2019-03-31,2245000.0,22249000.0,0.0,0.0,SUCCESS
33124,2019-03-31,891000.0,29842000.0,3802000.0,16015000.0,SUCCESS
34221,2019-03-31,320000.0,3529000.0,0.0,22000.0,SUCCESS
57565,2019-03-31,150816.0,53261.0,0.0,0.0,SUCCESS
