CERT,REPDTE,RCON1545,RCONJ454,RCONJ473,RCONJ474,FFIEC_PATCH_STATUS
17281,2018-06-30,2778663.0,1504425.0,98246.0,421966.0,SUCCESS
3511,2018-06-30,1277000.0,85778000.0,4130000.0,60440000.0,SUCCESS
7213,2018-06-30,1456000.0,34325000.0,3514000.0,30488000.0,SUCCESS
3510,2018-06-30,19695000.0,33130000.0,9045000.0,22054000.0,SUCCESS
628,2018-06-30,8615000.0,29001000.0,2709000.0,39830000.0,SUCCESS
32992,2018-06-30,1484000.0,18972000.0,0.0,0.0,SUCCESS
33124,2018-06-30,867000.0,24941000.0,2381000.0,6504000.0,SUCCESS
34221,2018-06-30,278000.0,3992000.0,0.0,11000.0,SUCCESS
57565,2018-06-30,29347.0,54519.0,0.0,0.0,SUCCESS
