CERT,REPDTE,RCON1545,RCONJ454,RCONJ466,RCONJ467,RCONJ468,RCONJ469,RCONJ470,RCONJ471,RCONJ473,RCONJ474,FFIEC_PATCH_STATUS
17281,2019-12-31,3818816.0,2060037.0,0.0,0.0,0.0,0.0,0.0,0.0,151433.0,958850.0,SUCCESS
3511,2019-12-31,1338000.0,106292000.0,178000.0,0.0,0.0,0.0,0.0,0.0,9161000.0,45817000.0,SUCCESS
7213,2019-12-31,962000.0,45738000.0,0.0,0.0,0.0,0.0,0.0,0.0,10835000.0,33882000.0,SUCCESS
3510,2019-12-31,13826000.0,34272000.0,1123000.0,838000.0,0.0,0.0,0.0,0.0,11721000.0,28072000.0,SUCCESS
628,2019-12-31,8329000.0,46926000.0,0.0,0.0,0.0,0.0,0.0,0.0,11958000.0,54889000.0,SUCCESS
32992,2019-12-31,1918000.0,30291000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUCCESS
33124,2019-12-31,1058000.0,31489000.0,0.0,0.0,0.0,0.0,0.0,0.0,5640000.0,13954000.0,SUCCESS
34221,2019-12-31,613000.0,3817000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,SUCCESS
57565,2019-12-31,293299.0,49731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUCCESS
