CERT,REPDTE,RCON1545,RCONJ454,RCONJ466,RCONJ467,RCONJ468,RCONJ469,RCONJ470,RCONJ471,RCONJ473,RCONJ474,RCFDJJ04,RCFDJJ05,RCFDJJ06,RCFDJJ07,RCFDJJ08,RCFDJJ09,RCFDJJ11,RCFDJJ12,RCFDJJ13,RCFDJJ14,RCFDJJ15,RCFDJJ16,RCFDJJ17,RCFDJJ18,RCFDJJ19,RCFDJJ20,RCFDJJ21,RCFDJJ23,FFIEC_PATCH_STATUS
17281,2020-12-31,4384940.0,3522161.0,0.0,0.0,0.0,0.0,0.0,0.0,538866.0,719810.0,,,,,,,,,,,,,,,,,,,SUCCESS
3511,2020-12-31,1732000.0,106282000.0,153000.0,0.0,0.0,0.0,0.0,0.0,4975000.0,18027000.0,21813000.0,114241000.0,287534000.0,334762000.0,36663000.0,60141000.0,855154000.0,388000.0,3123000.0,1966000.0,6800000.0,4081000.0,1862000.0,0.0,18220000.0,11000.0,14000.0,17000.0,SUCCESS
7213,2020-12-31,927000.0,53914000.0,0.0,0.0,0.0,0.0,0.0,0.0,6594000.0,17828000.0,6607000.0,20655000.0,139619000.0,307145000.0,142196000.0,22437000.0,638659000.0,41000.0,265000.0,1330000.0,4362000.0,15391000.0,734000.0,0.0,22123000.0,47000.0,3000.0,0.0,SUCCESS
3510,2020-12-31,12924000.0,40143000.0,967000.0,820000.0,0.0,0.0,0.0,0.0,9464000.0,15260000.0,7588000.0,52776000.0,249862000.0,436948000.0,78708000.0,88358000.0,914240000.0,295000.0,1991000.0,837000.0,6443000.0,8420000.0,793000.0,0.0,18779000.0,0.0,30000.0,0.0,SUCCESS
628,2020-12-31,10221000.0,64508000.0,0.0,0.0,0.0,0.0,0.0,0.0,5657000.0,44253000.0,5980000.0,94115000.0,225224000.0,464595000.0,128878000.0,52705000.0,971497000.0,266000.0,1379000.0,2050000.0,7706000.0,15930000.0,987000.0,0.0,28318000.0,57000.0,21000.0,0.0,SUCCESS
32992,2020-12-31,2030000.0,30448000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226000.0,7451000.0,0.0,41333000.0,0.0,8506000.0,57516000.0,4000.0,208000.0,0.0,293000.0,0.0,0.0,0.0,505000.0,0.0,26000.0,0.0,SUCCESS
33124,2020-12-31,1397000.0,33994000.0,0.0,0.0,0.0,0.0,0.0,0.0,10075000.0,16457000.0,3182000.0,4586000.0,269000.0,57764000.0,4270000.0,7875000.0,77946000.0,32000.0,74000.0,1000.0,1088000.0,573000.0,755000.0,0.0,2523000.0,0.0,0.0,0.0,SUCCESS
34221,2020-12-31,1967000.0,4631000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,4922000.0,35270000.0,23474000.0,0.0,17590000.0,81256000.0,0.0,29000.0,59000.0,7000.0,0.0,1000.0,0.0,96000.0,0.0,0.0,0.0,SUCCESS
57565,2020-12-31,839022.0,72219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,SUCCESS
