CERT,REPDTE,RCON1545,RCONJ454,RCONJ473,RCONJ474,FFIEC_PATCH_STATUS
17281,2019-09-30,3587262.0,2364782.0,145848.0,659966.0,SUCCESS
3511,2019-09-30,1487000.0,96093000.0,9648000.0,52792000.0,SUCCESS
7213,2019-09-30,843000.0,45225000.0,10555000.0,42496000.0,SUCCESS
3510,2019-09-30,19303000.0,35770000.0,14279000.0,23006000.0,SUCCESS
628,2019-09-30,8268000.0,44238000.0,9924000.0,64267000.0,SUCCESS
32992,2019-09-30,2159000.0,28085000.0,0.0,0.0,SUCCESS
33124,2019-09-30,1024000.0,31237000.0,5157000.0,12934000.0,SUCCESS
34221,2019-09-30,406000.0,3918000.0,0.0,17000.0,SUCCESS
57565,2019-09-30,95884.0,79199.0,0.0,0.0,SUCCESS
