CERT,REPDTE,RCON1545,RCONJ454,RCONJ473,RCONJ474,FFIEC_PATCH_STATUS
17281,2019-06-30,3234168.0,2071123.0,139868.0,620738.0,SUCCESS
3511,2019-06-30,1320000.0,92903000.0,9259000.0,48448000.0,SUCCESS
7213,2019-06-30,1305000.0,41125000.0,9603000.0,57976000.0,SUCCESS
3510,2019-06-30,19152000.0,36469000.0,12342000.0,21955000.0,SUCCESS
628,2019-06-30,8510000.0,37827000.0,7343000.0,46079000.0,SUCCESS
32992,2019-06-30,2407000.0,26406000.0,0.0,0.0,SUCCESS
33124,2019-06-30,1052000.0,29610000.0,4453000.0,12266000.0,SUCCESS
34221,2019-06-30,369000.0,3278000.0,0.0,26000.0,SUCCESS
57565,2019-06-30,119650.0,84524.0,0.0,0.0,SUCCESS
